413,1,5
414,1,2
415,1,5
416,1,5
417,1,5
418,1,5
419,1,5
420,1,5
421,1,5
422,1,4
423,1,5
424,1,5
425,1,5
426,1,5
427,1,4
428,1,5
429,1,5
430,1,5
431,1,4
432,1,5
433,1,4
434,1,5
435,1,4
436,1,4
437,1,5
438,1,5
439,1,4
440,1,2
441,1,5
442,1,5
443,1,5
444,1,5
445,1,5
446,1,4
447,1,5
448,1,3
449,1,5
450,1,5
451,1,4
34,1,3
452,1,5
453,1,4
37,1,5
454,1,5
121,1,4
455,1,5
456,1,4
457,1,3
458,1,5
459,1,5
460,1,5
150,1,5
461,1,5
462,1,5
463,1,5
187,1,5
464,1,4
261,1,5
185,1,5
465,1,5
197,1,4
466,1,5
41,1,2
467,1,4
468,1,5
469,1,5
470,1,5
262,1,5
471,1,5
12,1,5
472,1,4
473,1,5
474,1,4
475,1,5
476,1,5
477,1,5
478,1,3
479,1,5
480,1,5
481,1,5
362,1,5
482,1,5
483,1,5
484,1,4
485,1,3
486,1,4
487,1,5
488,1,5
489,1,5
490,1,5
491,1,4
492,1,4
493,1,5
191,1,5
494,1,5
18,1,4
495,1,5
496,1,5
462,1,5
194,1,4
497,1,5
498,1,4
213,1,3
499,1,5
500,1,4
501,1,5
502,1,5
503,1,3
504,1,5
505,1,5
506,1,5
507,1,3
508,1,3
509,1,5
510,1,5
117,1,4
511,1,5
512,1,5
513,1,4
27,1,5
514,1,5
515,1,5
516,1,5
517,1,5
163,1,5
201,1,4
518,1,3
519,1,5
520,1,5
504,1,5
31,1,5
521,1,4
492,1,5
522,1,4
523,1,5
524,1,5
525,1,5
526,1,4
527,1,5
9,1,5
277,1,4
528,1,4
529,1,5
276,1,4
39,1,5
530,1,5
163,1,5
531,1,5
524,1,5
532,1,4
207,1,3
533,1,5
534,1,4
535,1,5
536,1,5
150,1,5
537,1,3
538,1,5
539,1,3
540,1,4
284,1,5
26,1,5
541,1,5
542,1,5
543,1,4
544,1,5
163,1,5
545,1,4
546,1,5
49,1,5
52,1,5
287,1,5
40,1,4
81,1,5
547,1,5
548,1,5
549,1,4
550,1,4
551,1,5
121,1,5
552,1,5
553,1,4
554,1,4
137,1,5
555,1,5
556,1,4
557,1,5
558,1,5
559,1,5
560,1,5
216,1,3
561,1,5
562,1,5
316,1,5
563,1,5
56,1,5
564,1,5
565,1,4
57,1,4
566,1,5
567,1,5
568,1,5
569,1,5
295,1,5
570,1,4
571,1,5
572,1,4
573,1,5
574,1,5
575,1,5
576,1,5
577,1,5
124,1,4
578,1,5
579,1,3
3,1,5
580,1,5
581,1,5
582,1,3
583,1,5
584,1,5
29,1,4
585,1,5
586,1,5
587,1,4
588,1,1
589,1,5
590,1,5
591,1,5
299,1,5
549,1,5
592,1,4
593,1,5
594,1,4
595,1,5
596,1,4
597,1,5
598,1,5
599,1,3
600,1,5
304,1,4
601,1,4
602,1,5
355,1,5
313,1,5
603,1,4
604,1,4
605,1,5
606,1,5
607,1,4
608,1,3
135,1,4
609,1,5
308,1,5
610,1,3
611,1,5
423,1,5
605,1,4
612,1,5
613,1,5
526,1,4
614,1,5
615,1,4
79,1,5
616,1,4
617,1,4
282,1,5
618,1,5
619,1,4
620,1,4
621,1,4
622,1,5
623,1,5
624,1,5
625,1,5
626,1,5
244,1,5
627,1,3
628,1,5
629,1,5
245,1,2
630,1,5
631,1,4
632,1,5
633,1,5
634,1,5
635,1,4
636,1,3
637,1,4
503,1,2
638,1,5
639,1,5
640,1,4
641,1,4
642,1,5
643,1,5
234,1,5
644,1,3
88,1,5
357,1,4
645,1,5
646,1,4
647,1,4
648,1,5
322,1,4
649,1,4
650,1,5
651,1,4
323,1,5
652,1,2
163,1,5
653,1,5
184,1,5
168,1,4
325,1,4
654,1,5
655,1,4
656,1,5
657,1,5
213,1,5
658,1,5
659,1,4
660,1,5
661,1,5
662,1,4
663,1,5
664,1,5
665,1,3
666,1,4
667,1,4
668,1,3
669,1,4
670,1,5
671,1,5
672,1,5
673,1,4
674,1,5
675,1,4
676,1,5
677,1,5
678,1,3
679,1,5
680,1,5
101,1,5
335,1,3
681,1,5
682,1,5
683,1,5
115,1,5
105,1,2
684,1,4
685,1,4
686,1,5
687,1,3
688,1,4
689,1,5
690,1,5
691,1,4
115,1,5
692,1,5
693,1,5
694,1,5
695,1,4
696,1,4
450,1,5
697,1,5
698,1,4
699,1,3
75,1,5
700,1,5
62,1,5
701,1,5
702,1,4
703,1,5
704,1,4
705,1,5
706,1,4
707,1,5
708,1,5
709,1,4
118,1,5
86,1,5
710,1,5
711,1,3
712,1,5
121,1,4
713,1,5
714,1,4
715,1,5
716,1,4
717,1,4
352,1,5
718,1,3
719,1,5
720,1,3
721,1,4
722,1,3
121,1,5
349,1,4
723,1,5
724,1,5
725,1,5
128,1,4
726,1,5
727,1,5
391,1,4
109,1,5
728,1,5
729,1,5
353,1,5
730,1,5
731,1,5
732,1,4
345,1,4
733,1,5
734,1,5
735,1,5
645,1,5
322,1,3
736,1,5
737,1,4
738,1,5
739,1,5
134,1,5
740,1,5
741,1,5
742,1,5
743,1,5
744,1,5
745,1,5
34,1,5
359,1,3
746,1,4
747,1,3
360,1,4
361,1,5
748,1,5
749,1,5
750,1,4
751,1,3
752,1,5
753,1,5
754,1,5
554,1,4
755,1,4
756,1,5
757,1,5
758,1,5
759,1,5
760,1,4
761,1,5
762,1,5
369,1,4
763,1,5
117,1,5
764,1,4
765,1,4
766,1,4
767,1,5
768,1,5
769,1,5
770,1,4
371,1,5
321,1,5
771,1,5
108,1,4
772,1,5
773,1,5
774,1,5
775,1,2
776,1,5
777,1,4
778,1,5
779,1,3
780,1,5
781,1,3
782,1,3
783,1,4
784,1,3
785,1,4
134,1,5
786,1,5
787,1,5
788,1,5
34,1,4
108,1,5
789,1,4
790,1,5
791,1,5
792,1,3
793,1,5
794,1,5
795,1,5
796,1,4
797,1,2
798,1,5
151,1,5
381,1,4
158,1,5
799,1,4
36,1,5
800,1,5
801,1,5
379,1,4
302,1,5
802,1,5
803,1,5
804,1,5
364,1,5
805,1,5
806,1,5
807,1,4
155,1,4
156,1,4
808,1,4
809,1,5
810,1,5
636,1,5
811,1,5
149,1,5
812,1,3
813,1,5
814,1,5
815,1,4
816,1,3
549,1,5
160,1,3
387,1,4
817,1,5
818,1,5
819,1,5
820,1,4
821,1,2
822,1,4
823,1,2
824,1,5
825,1,5
161,1,5
826,1,5
827,1,5
828,1,5
829,1,5
830,1,4
831,1,5
832,1,4
833,1,4
834,1,4
835,1,5
836,1,5
837,1,5
838,1,5
839,1,5
834,1,4
840,1,5
841,1,5
842,1,5
392,1,5
843,1,5
844,1,5
172,1,5
845,1,5
846,1,5
847,1,5
390,1,5
848,1,5
849,1,4
850,1,3
394,1,5
851,1,5
396,1,4
852,1,5
853,1,4
854,1,5
154,1,5
855,1,5
856,1,4
857,1,5
858,1,5
859,1,3
860,1,5
861,1,3
166,1,5
402,1,5
862,1,4
863,1,5
864,1,5
865,1,4
377,1,5
407,1,5
866,1,3
867,1,4
868,1,5
869,1,4
870,1,4
410,1,4
871,1,5
96,1,5
872,1,4
873,1,5
86,1,4
874,1,5
168,1,4
178,1,3
875,1,4
876,1,4
412,1,5
877,1,3
878,1,5
879,1,3
880,1,4
881,1,5
2488,2,5
2863,3,5
106,3,5
966,3,3
2864,3,5
502,3,5
706,3,4
128,3,4
126,3,3
64,3,5
1677,3,3
2688,3,3
2865,3,5
2866,3,4
379,3,4
945,3,5
36,3,5
156,3,4
144,3,5
2867,3,3
2868,3,5
2869,3,4
2870,3,5
761,3,5
2871,3,3
883,4,5
901,4,3
3627,4,5
40,5,4
3856,5,5
496,5,5
500,5,3
884,6,5
2939,6,5
430,6,5
3962,7,4
3963,7,5
1010,7,5
3964,7,5
3971,8,5
2287,8,4
473,8,5
40,8,4
2374,8,5
3305,8,3
271,8,5
355,8,4
311,8,2
3972,8,5
630,8,5
175,8,5
349,8,4
3973,8,5
769,8,5
2265,9,4
1808,9,4
442,9,2
1991,9,5
845,9,4
643,9,3
1532,9,1
213,9,4
3974,9,3
100,9,4
683,9,3
135,9,4
699,9,2
1638,9,3
750,9,4
3975,9,5
1183,9,4
795,9,4
712,9,4
2101,9,4
669,9,5
2146,9,4
845,9,4
3629,9,4
3976,9,3
402,9,2
869,9,5
1471,9,4
412,9,5
187,10,5
3977,10,4
3559,10,4
473,10,5
502,10,5
1,11,4
2,11,5
3,11,4
4,11,5
5,11,5
6,11,5
7,11,5
8,11,3
9,11,4
10,11,4
11,11,5
12,11,5
13,11,4
14,11,5
15,11,5
16,11,4
17,11,5
18,11,4
19,11,5
20,11,3
21,11,5
22,11,5
23,11,5
24,11,4
25,11,4
26,11,5
27,11,5
28,11,3
29,11,5
30,11,5
31,11,5
32,11,5
33,11,5
34,11,4
35,11,4
36,11,4
37,11,5
38,11,5
39,11,5
40,11,4
41,11,4
42,11,5
43,11,5
44,11,5
45,11,5
46,11,4
47,11,4
48,11,2
49,11,3
50,11,5
51,11,5
52,11,4
53,11,5
